62	62	60
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
110	44	4	44	44	4	44	44	4	44	44	44	44	44	44	44	44	4	44	44	44	44	4	44	4	44	44	30	44	44	4	44	44	44	44	44	44	4	44	44	44	44	44	44	44	10	10	44	4	44	44	44	44	4	44	44	44	44	4	44	44	110	
110	44	44	44	44	4	44	44	44	4	44	44	4	44	44	4	44	44	4	44	44	44	44	44	44	4	4	30	44	44	44	4	44	44	4	44	44	44	44	44	44	4	44	44	4	10	10	44	44	44	44	4	44	44	44	44	4	44	44	44	44	110	
110	44	4	44	44	44	44	44	44	44	4	44	44	44	4	44	44	4	44	44	4	44	44	44	44	44	44	30	4	4	44	44	4	44	44	44	44	44	44	4	44	44	4	44	44	10	10	4	44	44	44	44	30	30	30	44	30	30	30	44	44	110	
110	44	44	44	44	44	44	4	4	4	4	4	4	4	4	4	44	44	44	4	44	44	4	44	4	44	4	30	44	4	44	44	44	44	44	44	4	44	44	44	44	44	44	4	44	10	10	44	4	44	4	44	30	0	30	0	30	0	30	44	44	110	
110	44	44	44	4	44	4	4	4	4	4	4	4	4	4	4	4	4	44	44	44	44	44	44	4	44	44	30	44	44	44	4	44	44	4	44	4	44	44	44	4	44	44	44	44	10	10	44	4	44	44	44	30	30	30	0	30	30	30	44	44	110	
110	44	44	4	44	44	4	4	4	4	4	4	4	4	4	4	4	4	44	44	44	4	44	4	4	44	4	30	4	4	44	44	4	44	44	4	44	44	4	44	4	44	44	4	4	10	10	44	44	44	4	0	0	0	0	0	44	44	44	44	4	110	
110	44	44	4	4	44	4	4	4	4	4	4	4	4	4	4	4	4	44	4	44	44	4	44	44	4	44	30	44	44	44	4	44	44	44	44	4	30	30	30	4	30	30	30	4	10	10	4	30	30	30	0	30	30	30	0	30	30	30	44	44	110	
110	44	44	44	44	44	4	4	10	12	12	12	12	12	10	4	4	4	4	44	4	44	4	44	44	44	44	30	4	4	4	44	4	44	4	4	44	30	0	30	0	30	0	30	0	10	10	0	30	0	30	0	30	0	30	0	30	0	30	44	44	110	
110	44	4	44	4	44	4	4	11	10	10	11	10	10	11	4	4	4	4	4	4	44	44	44	4	44	4	30	44	4	44	4	4	44	44	4	4	30	30	30	0	30	30	30	0	10	10	0	30	30	37	0	30	30	30	44	30	30	30	4	4	110	
110	44	4	44	44	44	4	4	11	10	10	11	10	10	11	4	4	0	0	4	4	4	4	4	4	4	44	30	4	44	4	44	44	44	4	44	44	4	4	4	0	0	0	0	0	10	10	0	0	0	0	0	4	4	4	44	4	4	44	44	44	110	
110	44	44	44	44	4	4	4	11	11	11	11	11	11	11	4	4	0	30	30	36	30	36	30	30	4	4	30	44	44	4	44	44	4	44	44	44	30	30	30	0	30	30	30	0	10	10	0	0	17	0	0	37	30	30	44	44	44	44	44	44	110	
110	44	44	44	44	44	4	4	11	10	10	11	10	10	11	0	0	0	30	0	0	0	0	0	30	4	4	30	44	4	44	4	4	44	44	4	4	30	0	30	0	30	0	30	0	10	10	0	5	7	0	0	30	0	30	4	44	44	44	44	44	110	
110	44	44	4	44	4	4	4	11	10	10	11	10	10	11	0	0	0	0	0	0	16	0	0	30	4	4	30	44	44	44	4	44	4	44	44	44	30	30	30	0	30	30	30	0	10	10	0	0	27	0	0	37	30	30	44	44	4	4	44	4	110	
110	4	44	44	44	44	4	4	11	10	10	11	10	10	11	0	0	0	0	2	0	6	0	0	30	4	4	30	4	44	44	44	44	44	44	44	4	4	4	4	0	0	0	0	0	10	10	0	0	0	0	0	4	4	44	44	44	44	4	44	44	110	
