37	37	60
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
110	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	4	44	44	4	4	4	4	4	42	42	42	42	42	4	4	4	4	4	4	4	4	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	4	44	44	44	4	0	0	0	4	4	42	42	42	4	4	0	0	0	44	44	44	4	4	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	4	44	44	44	0	0	30	0	0	4	4	4	4	4	0	0	30	0	0	44	44	44	4	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	4	44	4	0	30	39	30	0	0	0	0	0	0	0	30	39	30	0	44	4	4	42	42	42	42	42	42	42	110	
110	42	42	42	4	4	42	42	42	4	4	0	0	30	39	30	0	0	5	0	0	30	39	30	0	0	4	4	42	42	42	4	4	42	42	42	110	
110	42	42	4	44	4	4	42	42	42	4	4	0	0	30	0	0	29	9	19	0	0	30	0	0	4	4	42	42	42	4	44	44	4	42	42	110	
110	42	42	44	44	44	44	4	42	42	42	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	42	42	42	4	44	44	44	4	42	42	110	
110	42	42	4	44	44	44	4	4	42	42	42	4	4	0	0	0	30	30	30	0	0	0	4	4	42	42	42	4	4	4	44	44	44	42	42	110	
110	42	42	4	4	0	0	0	4	4	42	42	42	4	4	0	30	30	30	30	30	0	4	4	42	42	42	4	4	0	0	0	4	4	42	42	110	
110	42	42	4	0	0	30	0	0	4	4	42	42	42	4	0	0	0	0	0	0	0	4	42	42	42	4	4	0	0	30	0	0	4	42	42	110	
110	42	42	4	0	30	36	30	0	0	4	4	42	42	4	44	44	44	4	44	44	44	4	42	42	4	4	0	0	30	37	30	0	4	42	42	110	
110	42	42	4	0	0	30	36	30	0	0	4	4	4	4	44	4	4	4	4	4	44	4	4	4	4	0	0	30	37	30	0	0	4	42	42	110	
110	42	42	4	4	0	0	30	0	0	0	0	0	44	44	44	4	34	34	34	4	44	44	44	0	0	0	0	0	30	0	0	4	4	42	42	110	
110	42	42	42	4	4	0	0	0	0	0	30	0	44	4	4	4	4	4	4	4	4	4	44	0	30	0	0	0	0	0	4	4	42	42	42	110	
110	42	42	42	42	4	0	0	16	0	30	30	0	44	4	34	4	4	42	4	4	34	4	44	0	30	30	0	27	0	0	4	42	42	42	42	110	
110	42	42	42	42	4	0	5	6	0	30	30	0	4	4	34	4	42	42	42	4	34	4	4	0	30	30	0	7	5	0	4	42	42	42	42	110	
110	42	42	42	42	4	0	0	26	0	30	30	0	44	4	34	4	4	42	4	4	34	4	44	0	30	30	0	17	0	0	4	42	42	42	42	110	
110	42	42	42	4	4	0	0	0	0	0	30	0	44	4	4	4	4	4	4	4	4	4	44	0	30	0	0	0	0	0	4	4	42	42	42	110	
110	42	42	4	4	0	0	30	0	0	0	0	0	44	44	44	4	34	34	34	4	44	44	44	0	0	0	0	0	30	0	0	4	4	42	42	110	
110	42	42	4	0	0	30	36	30	0	0	4	4	4	4	44	4	4	4	4	4	44	4	4	4	4	0	0	30	37	30	0	0	4	42	42	110	
110	42	42	4	0	30	36	30	0	0	4	4	42	42	4	44	44	44	4	44	44	44	4	42	42	4	4	0	0	30	37	30	0	4	42	42	110	
110	42	42	4	0	0	30	0	0	4	4	42	42	42	4	0	0	0	0	0	0	0	4	42	42	42	4	4	0	0	30	0	0	4	42	42	110	
110	42	42	4	4	0	0	0	4	4	42	42	42	4	4	0	30	30	30	30	30	0	4	4	42	42	42	4	4	0	0	0	4	44	42	42	110	
110	42	42	44	44	4	0	4	4	42	42	42	4	4	0	0	0	30	30	30	0	0	0	4	4	42	42	42	4	44	4	4	44	4	42	42	110	
110	42	42	4	44	44	4	4	42	42	42	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	42	42	42	4	44	44	44	4	42	42	110	
110	42	42	4	4	44	4	42	42	42	4	4	0	0	30	0	0	18	8	28	0	0	30	0	0	4	4	42	42	42	4	44	44	4	42	42	110	
110	42	42	42	4	4	42	42	42	44	4	0	0	30	38	30	0	0	5	0	0	30	38	30	0	0	44	4	42	42	42	44	4	42	42	42	110	
110	42	42	42	42	42	42	42	4	4	44	0	30	38	30	0	0	0	0	0	0	0	30	38	30	0	4	44	44	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	4	44	44	44	0	0	30	0	0	4	4	4	4	4	0	0	30	0	0	44	44	4	4	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	4	4	44	44	44	0	0	0	4	4	42	42	42	4	4	0	0	0	44	44	4	44	4	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	4	4	4	4	4	4	4	4	42	42	42	42	42	4	4	4	4	4	4	4	4	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	110	
110	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	110	
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
