23	23	60
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
110	3	43	43	43	3	30	30	3	3	42	42	42	3	3	30	30	3	3	43	43	3	110	
110	43	43	43	3	30	39	39	30	3	3	42	3	3	30	39	39	30	43	3	43	43	110	
110	43	43	3	43	3	30	30	3	3	3	3	3	3	3	30	30	3	43	43	43	43	110	
110	43	3	43	43	43	43	3	3	0	0	0	0	0	3	3	43	43	43	3	43	43	110	
110	3	30	3	43	43	3	0	0	0	0	5	0	0	0	0	3	43	43	3	30	3	110	
110	30	36	30	43	3	0	31	0	0	29	9	19	0	0	31	0	3	43	30	37	30	110	
110	30	36	30	3	0	31	31	0	0	0	0	0	0	0	31	31	0	3	30	37	30	110	
110	3	30	3	3	0	0	0	0	33	3	3	3	33	0	0	0	0	3	3	30	3	110	
110	3	3	3	0	0	0	0	33	33	3	3	3	33	33	0	0	0	0	3	3	3	110	
110	42	3	3	0	0	16	0	3	3	3	42	3	3	3	0	27	0	0	3	3	42	110	
110	42	42	3	0	5	6	1	3	3	42	42	42	3	3	0	7	5	0	3	42	42	110	
110	42	3	3	0	0	26	0	3	3	3	42	3	3	3	0	17	0	0	3	3	42	110	
110	3	3	3	0	0	0	0	33	33	3	3	3	33	33	0	0	0	0	3	3	3	110	
110	3	30	3	3	0	0	0	0	33	3	3	3	33	0	0	0	0	3	3	30	3	110	
110	30	36	30	3	0	31	31	0	0	0	0	0	0	0	31	31	0	3	30	37	30	110	
110	30	36	30	43	3	0	31	0	0	18	8	28	0	0	31	0	3	43	30	37	30	110	
110	3	30	3	43	43	3	0	0	0	0	5	0	0	0	0	3	43	43	3	30	3	110	
110	43	43	43	43	43	43	3	3	0	0	0	0	0	3	3	43	43	43	43	43	43	110	
110	3	3	43	43	3	30	30	3	3	3	3	3	3	3	30	30	3	43	3	43	43	110	
110	43	43	3	43	30	38	38	30	3	3	42	3	3	30	38	38	30	43	43	3	43	110	
110	3	3	43	3	3	30	30	3	3	42	42	42	3	3	30	30	3	43	3	43	3	110	
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
