22	12	60
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35
35	37	30	0	0	4	4	4	44	44	0	0	0	0	10	11	10	0	31	30	30	35
35	30	0	27	0	4	34	4	4	44	0	30	30	31	10	11	10	0	0	30	30	35
35	0	17	7	0	4	34	34	4	4	0	30	30	0	10	11	10	0	0	30	30	35
35	0	0	0	0	4	4	4	3	4	0	0	0	0	10	11	10	0	0	0	0	35
35	3	3	3	3	3	4	3	3	4	44	0	5	0	10	11	10	0	4	44	0	35
35	43	3	3	3	3	3	4	3	3	4	44	0	0	10	11	10	0	44	4	0	35
35	43	43	43	33	3	3	3	3	3	0	0	0	0	32	11	10	0	0	0	0	35
35	43	3	43	3	3	33	33	3	3	0	0	31	0	32	11	10	0	6	26	0	35
35	3	43	43	3	3	33	3	3	42	42	42	31	0	32	11	10	0	16	0	30	35
35	3	43	3	43	3	3	3	42	42	42	0	0	0	10	11	10	0	0	30	36	35
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35
